Date,Open,High,Low,Close,Volume
2020-09-18 00:00:00-04:00,12.555422945669688,12.594054712024722,11.952264622317736,12.152153968811035,698460000
2020-09-21 00:00:00-04:00,11.888707192240728,12.484388585924071,11.868269400171123,12.479154586791992,721044000
2020-09-22 00:00:00-04:00,12.5367300457462,12.60950783766149,12.118507319877803,12.599288940429688,646452000
2020-09-23 00:00:00-04:00,12.5372289894592,12.688268634970772,12.042490007083687,12.086853981018066,647012000
2020-09-24 00:00:00-04:00,12.03550817199214,12.531244383729783,11.97743503137002,12.310418128967285,731240000
2020-09-25 00:00:00-04:00,12.409618591217493,12.844291577500536,12.208482777349888,12.83457088470459,588016000
2020-09-28 00:00:00-04:00,13.000567672730915,13.01203303512902,12.711201093370972,12.995333671569824,573808000
2020-09-29 00:00:00-04:00,12.898128337310295,13.401840727432909,12.89389169694248,13.185501098632812,621460000
2020-09-30 00:00:00-04:00,13.117457679149188,13.581042683791333,13.110229910612453,13.489322662353516,689184000
2020-10-01 00:00:00-04:00,13.716132248953993,13.720867094062315,13.419786089955426,13.573068618774414,525004000
2020-10-02 00:00:00-04:00,13.184752115791957,13.478355249202743,13.011280920376732,13.022497177124023,552496000
2020-10-05 00:00:00-04:00,13.195718950444643,13.602726378961242,13.182508924277144,13.600981712341309,479820000
2020-10-06 00:00:00-04:00,13.78791202108173,14.098962806423158,13.623414192443873,13.694696426391602,784420000
2020-10-07 00:00:00-04:00,13.957146569083967,14.07628307043726,13.821310706094911,13.921504974365234,418084000
2020-10-08 00:00:00-04:00,14.032165622756523,14.041637213589913,13.716130905848528,13.796634674072266,378900000
2020-10-09 00:00:00-04:00,13.725102840358888,13.782178633228172,13.619176383039175,13.720865249633789,346892000
2020-10-12 00:00:00-04:00,13.946927707736558,14.303339852792972,13.8701623660095,14.182707786560059,434744000
2020-10-13 00:00:00-04:00,14.252990745562755,14.304832536248611,13.976086024825316,14.204887390136719,344604000
2020-10-14 00:00:00-04:00,14.247007276979561,14.299098165483393,13.917513486832869,14.052351951599121,276100000
2020-10-15 00:00:00-04:00,13.768718908966557,13.963125149314527,13.725849552912674,13.927484512329102,267224000
2020-10-16 00:00:00-04:00,13.994028221792146,14.078520455460989,13.750521313422382,13.769463539123535,242392000
2020-10-19 00:00:00-04:00,13.860688970694914,13.940943635695207,13.365949052902085,13.456672668457031,298068000
2020-10-20 00:00:00-04:00,13.542158948898546,13.757751217088146,13.465891835118931,13.603970527648926,229212000
2020-10-21 00:00:00-04:00,13.583536241140713,13.749529637673543,13.436485076829591,13.483591079711914,219596000
2020-10-22 00:00:00-04:00,13.48134769525117,13.570325697308954,13.191482018066099,13.32033920288086,290480000
2020-10-23 00:00:00-04:00,13.409065794613781,13.551880288502582,13.250799356069994,13.54888916015625,233484000
2020-10-26 00:00:00-04:00,13.386138098565883,13.651079281884025,12.998820194853183,13.10125732421875,336896000
2020-10-27 00:00:00-04:00,13.265503513673679,13.401090234792415,13.151351943898296,13.355978012084961,250520000
2020-10-28 00:00:00-04:00,13.15783389781271,13.21964548429558,12.57062667854132,12.588571548461914,376520000
2020-10-29 00:00:00-04:00,12.799428893206546,13.152600766199777,12.711198200525546,12.98436450958252,320080000
2020-10-30 00:00:00-04:00,12.810895580224361,12.897131562141652,12.262569136377055,12.495857238769531,416820000
2020-11-02 00:00:00-05:00,12.619228632831366,12.797683780905018,12.357278590415659,12.542463302612305,299652000
2020-11-03 00:00:00-05:00,12.669824999930903,13.06511799350483,12.564396738004714,12.979878425598145,272900000
2020-11-04 00:00:00-05:00,13.348501614578474,13.785418406031889,13.29641072094344,13.75226879119873,410228000
2020-11-05 00:00:00-05:00,14.11940004400391,14.295362275225596,13.94842175974404,14.116907119750977,319028000
2020-11-06 00:00:00-05:00,14.066808904462587,14.54435123168051,13.852713125346142,14.517683029174805,383348000
2020-11-09 00:00:00-05:00,14.508213688613951,14.646790623774507,13.569330042672156,13.589268684387207,582976000
2020-11-10 00:00:00-05:00,13.565091772254549,13.565091772254549,12.589819274547791,12.731138229370117,644068000
2020-11-11 00:00:00-05:00,13.014024118289205,13.394114256759353,12.908844961353317,13.377165794372559,404744000
2020-11-12 00:00:00-05:00,13.437979695502902,13.72410597697715,13.27547564395454,13.415797233581543,365812000
2020-11-13 00:00:00-05:00,13.585776416432045,13.627150206211805,13.019505232759,13.256531715393066,346312000
2020-11-16 00:00:00-05:00,13.1324126608077,13.60796127408802,13.115963353354124,13.474120140075684,413776000
2020-11-17 00:00:00-05:00,13.511255604541565,13.554872270515686,13.263262888769844,13.381402015686035,312028000
2020-11-18 00:00:00-05:00,13.424273041684428,13.564345545499137,13.144876291720053,13.387884140014648,510924000
2020-11-19 00:00:00-05:00,13.172540637998559,13.44645425970634,13.060133711995956,13.399348258972168,565936000
2020-11-20 00:00:00-05:00,13.413056629628905,13.453433066281757,13.025239562697207,13.047921180725098,341088000
2020-11-23 00:00:00-05:00,13.13116385566838,13.341770273181027,12.975887604455142,13.100008964538574,361356000
2020-11-24 00:00:00-05:00,13.102503240666222,13.121943675569424,12.84578719687769,12.918315887451172,346500000
2020-11-25 00:00:00-05:00,12.992838294487676,13.229116542601327,12.980376526049833,13.194472312927246,259916000
2020-11-27 00:00:00-05:00,13.334296236692607,13.366697596568027,13.130418388060725,13.220891952514648,167276000
2020-11-30 00:00:00-05:00,13.224631860632945,13.371683021841918,12.932772409512914,13.360715866088867,286952000
2020-12-01 00:00:00-05:00,13.451189716731127,13.487578614111854,13.187992253312531,13.349250793457031,296948000
2020-12-02 00:00:00-05:00,13.309868912602697,13.631885841938535,13.193972672278948,13.503278732299805,283360000
2020-12-03 00:00:00-05:00,13.55014897913775,13.622449912344821,13.292360421202206,13.359175682067871,199520000
2020-12-04 00:00:00-05:00,13.411529883678297,13.522724109270765,13.351944531489826,13.520978927612305,202244000
2020-12-07 00:00:00-05:00,13.56386361302514,13.69350639302831,13.462892225669556,13.569348335266113,223244000
2020-12-08 00:00:00-05:00,13.54765666743571,13.561368946586121,13.244990773853777,13.313302993774414,271920000
2020-12-09 00:00:00-05:00,13.263939141754832,13.377126792285601,12.832877299434081,12.8952054977417,401300000
2020-12-10 00:00:00-05:00,12.833624470485343,13.032825318722377,12.814177344186122,12.936590194702148,207764000
2020-12-11 00:00:00-05:00,12.931605898725499,12.984211487021058,12.78775249231432,12.977479934692383,209264000
2020-12-14 00:00:00-05:00,13.052022269843059,13.35194530778793,13.041551179283497,13.272165298461914,270156000
2020-12-15 00:00:00-05:00,13.402805875203455,13.426989246049008,13.150502026365718,13.323774337768555,193016000
2020-12-16 00:00:00-05:00,13.385605048694739,13.400314984499127,13.17618224051848,13.206100463867188,223116000
2020-12-17 00:00:00-05:00,13.330006122920596,13.342721698544022,13.142274011132221,13.304576873779297,231384000
2020-12-18 00:00:00-05:00,13.342224695953595,13.368153252272544,13.034573335471071,13.235519409179688,342064000
2020-12-21 00:00:00-05:00,13.038809031971192,13.33324736437437,12.931853636282476,13.295600891113281,302332000
2020-12-22 00:00:00-05:00,13.282638382275874,13.300588554199457,13.018117291464907,13.241750717163086,185580000
2020-12-23 00:00:00-05:00,13.219562343078225,13.238510170383538,12.969252823219774,12.973490715026855,179144000
2020-12-24 00:00:00-05:00,13.001412982671118,13.096401290342365,12.903184437865837,12.958032608032227,97884000
2020-12-28 00:00:00-05:00,13.026593800525333,13.026593800525333,12.72816672890075,12.864540100097656,212564000
2020-12-29 00:00:00-05:00,12.88947258005551,13.036567177285413,12.806949719669266,12.907671928405762,170372000
2020-12-30 00:00:00-05:00,12.954542349712748,13.177428249395158,12.86130017435309,13.109615325927734,225396000
2020-12-31 00:00:00-05:00,13.100391478599667,13.114851287037245,12.879499929815664,13.019115447998047,192424000
2021-01-04 00:00:00-05:00,13.068230304374524,13.614973527502215,12.926869597807249,13.077454566955566,560640000
2021-01-05 00:00:00-05:00,13.063742702493485,13.406547847863411,13.051028075172898,13.367904663085938,322760000
2021-01-06 00:00:00-05:00,13.186152937941964,13.20859112644938,12.551403186013745,12.579824447631836,580424000
2021-01-07 00:00:00-05:00,12.931855368359583,13.340978357195587,12.851078640686227,13.307320594787598,461480000
2021-01-08 00:00:00-05:00,13.325769270287896,13.384107803205216,13.006149889792127,13.240254402160645,292528000
2021-01-11 00:00:00-05:00,13.381864913182376,13.922625030648138,13.325769911241851,13.584057807922363,518344000
